frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
0,0.0,traffic13,4,0,1.8798,4,LOW,0.0
5,0.17,traffic13,4,2,2.4763,0,LOW,0.5
10,0.33,traffic13,6,2,2.5205,2,MEDIUM,0.3333
15,0.5,traffic13,3,0,1.1198,3,LOW,0.0
20,0.67,traffic13,3,0,1.3138,0,LOW,0.0
25,0.83,traffic13,2,0,0.9248,1,LOW,0.0
30,1.0,traffic13,3,0,1.2189,1,LOW,0.0
35,1.17,traffic13,4,2,1.7772,1,LOW,0.5
40,1.33,traffic13,2,0,0.647,2,LOW,0.0
45,1.5,traffic13,4,0,1.6928,2,LOW,0.0
50,1.67,traffic13,2,0,0.5827,2,LOW,0.0
55,1.83,traffic13,4,0,1.9017,2,LOW,0.0
60,2.0,traffic13,3,0,1.2369,1,LOW,0.0
65,2.17,traffic13,4,0,2.0861,1,LOW,0.0
70,2.33,traffic13,5,0,2.4724,1,LOW,0.0
75,2.5,traffic13,4,0,2.1665,1,LOW,0.0
80,2.67,traffic13,4,0,2.0132,0,LOW,0.0
85,2.83,traffic13,4,0,1.9168,0,LOW,0.0
90,3.0,traffic13,4,0,1.844,0,LOW,0.0
95,3.17,traffic13,4,0,1.6751,0,LOW,0.0
100,3.33,traffic13,4,0,1.5896,0,LOW,0.0
105,3.5,traffic13,3,0,1.3818,1,LOW,0.0
110,3.67,traffic13,2,0,0.8512,1,LOW,0.0
115,3.83,traffic13,3,0,0.972,1,LOW,0.0
120,4.0,traffic13,3,0,0.9007,0,LOW,0.0
125,4.17,traffic13,3,0,1.1477,0,LOW,0.0
130,4.33,traffic13,4,0,7.8552,1,LOW,0.0
135,4.5,traffic13,3,0,1.7509,1,LOW,0.0
140,4.67,traffic13,5,0,2.1879,2,LOW,0.0
145,4.83,traffic13,2,0,1.3838,3,LOW,0.0
150,5.0,traffic13,5,0,1.7093,3,LOW,0.0
155,5.17,traffic13,4,0,1.8558,1,LOW,0.0
160,5.33,traffic13,3,0,1.4221,1,LOW,0.0
165,5.5,traffic13,4,0,1.5083,1,LOW,0.0
170,5.67,traffic13,5,2,2.3219,1,LOW,0.4
175,5.83,traffic13,4,0,1.4288,1,LOW,0.0
180,6.0,traffic13,4,0,1.2311,0,LOW,0.0
185,6.17,traffic13,3,0,1.1855,1,LOW,0.0
190,6.33,traffic13,3,0,1.1289,0,LOW,0.0
195,6.5,traffic13,4,0,1.2552,1,LOW,0.0
200,6.67,traffic13,3,0,1.2662,1,LOW,0.0
205,6.83,traffic13,4,0,1.2567,1,LOW,0.0
210,7.0,traffic13,3,0,1.0444,1,LOW,0.0
215,7.17,traffic13,3,0,0.9359,0,LOW,0.0
220,7.33,traffic13,1,1,0.238,2,LOW,1.0
225,7.5,traffic13,1,1,0.2024,0,LOW,1.0
230,7.67,traffic13,2,0,0.6761,1,LOW,0.0
235,7.83,traffic13,3,0,1.1789,1,LOW,0.0
240,8.0,traffic13,1,1,1.3174,2,LOW,1.0
245,8.17,traffic13,3,0,1.7332,2,LOW,0.0
250,8.33,traffic13,3,0,8.4217,0,LOW,0.0
255,8.5,traffic13,2,0,1.0958,1,LOW,0.0
260,8.67,traffic13,2,0,0.5577,0,LOW,0.0
265,8.83,traffic13,1,1,0.4575,1,LOW,1.0
270,9.0,traffic13,1,1,0.5292,0,LOW,1.0
275,9.17,traffic13,2,0,6.155,1,LOW,0.0
280,9.33,traffic13,3,2,11.3571,1,LOW,0.6667
285,9.5,traffic13,2,0,5.8557,1,LOW,0.0
290,9.67,traffic13,3,0,6.209,1,LOW,0.0
295,9.83,traffic13,1,1,4.5595,2,LOW,1.0
300,10.0,traffic13,1,1,4.4196,0,LOW,1.0
305,10.17,traffic13,1,1,4.1019,0,LOW,1.0
310,10.33,traffic13,2,0,4.6708,1,LOW,0.0
315,10.5,traffic13,2,2,7.8646,0,LOW,1.0
320,10.67,traffic13,1,1,3.826,1,LOW,1.0
325,10.83,traffic13,1,1,3.7881,0,LOW,1.0
330,11.0,traffic13,3,0,4.8367,2,LOW,0.0
335,11.17,traffic13,1,1,3.5742,2,LOW,1.0
340,11.33,traffic13,2,0,4.152,1,LOW,0.0
345,11.5,traffic13,2,0,3.8469,0,LOW,0.0
350,11.67,traffic13,1,1,3.1853,1,LOW,1.0
355,11.83,traffic13,2,0,3.4817,1,LOW,0.0
360,12.0,traffic13,2,0,3.3365,0,LOW,0.0
365,12.17,traffic13,1,1,2.8336,1,LOW,1.0
370,12.33,traffic13,1,1,2.6668,0,LOW,1.0
375,12.5,traffic13,1,1,2.5689,0,LOW,1.0
380,12.67,traffic13,1,1,2.4442,0,LOW,1.0
385,12.83,traffic13,1,1,2.3755,0,LOW,1.0
390,13.0,traffic13,2,0,2.6668,1,LOW,0.0
395,13.17,traffic13,2,0,2.5638,0,LOW,0.0
400,13.33,traffic13,4,0,3.4503,2,LOW,0.0
405,13.5,traffic13,4,0,3.1868,0,LOW,0.0
410,13.67,traffic13,3,0,3.6114,1,LOW,0.0
415,13.83,traffic13,4,0,4.2884,1,LOW,0.0
420,14.0,traffic13,3,0,2.7656,1,LOW,0.0
425,14.17,traffic13,1,1,0.4032,2,LOW,1.0
430,14.33,traffic13,2,0,2.1695,1,LOW,0.0
435,14.5,traffic13,3,0,3.8915,1,LOW,0.0
440,14.67,traffic13,2,0,1.8755,1,LOW,0.0
445,14.83,traffic13,1,1,1.5087,1,LOW,1.0
450,15.0,traffic13,3,0,3.9812,2,LOW,0.0
455,15.17,traffic13,1,1,1.4708,2,LOW,1.0
460,15.33,traffic13,2,0,1.7647,1,LOW,0.0
465,15.5,traffic13,3,0,4.2716,1,LOW,0.0
470,15.67,traffic13,2,0,2.0805,1,LOW,0.0
475,15.83,traffic13,1,1,0.599,1,LOW,1.0
480,16.0,traffic13,2,0,1.8514,1,LOW,0.0
485,16.17,traffic13,3,0,4.0393,1,LOW,0.0
490,16.33,traffic13,2,0,3.7881,1,LOW,0.0
495,16.5,traffic13,1,1,2.167,1,LOW,1.0
500,16.66,traffic13,4,2,5.6437,3,LOW,0.5
505,16.83,traffic13,6,2,6.5242,2,MEDIUM,0.3333
510,17.0,traffic13,1,1,1.0291,5,LOW,1.0
515,17.16,traffic13,2,0,2.2399,1,LOW,0.0
520,17.33,traffic13,3,0,5.993,1,LOW,0.0
525,17.5,traffic13,3,0,6.1233,0,LOW,0.0
530,17.66,traffic13,2,0,5.2333,1,LOW,0.0
535,17.83,traffic13,2,0,5.1233,0,LOW,0.0
540,18.0,traffic13,3,0,5.8007,1,LOW,0.0
545,18.16,traffic13,3,0,5.8586,0,LOW,0.0
550,18.33,traffic13,3,0,5.4509,0,LOW,0.0
555,18.5,traffic13,4,0,5.9033,1,LOW,0.0
560,18.66,traffic13,3,0,5.1254,1,LOW,0.0
565,18.83,traffic13,2,0,3.843,1,LOW,0.0
570,19.0,traffic13,4,0,5.2064,2,LOW,0.0
575,19.16,traffic13,4,0,5.2923,0,LOW,0.0
580,19.33,traffic13,6,0,6.1754,2,MEDIUM,0.0
585,19.5,traffic13,5,0,5.3183,1,LOW,0.0
590,19.66,traffic13,4,0,4.9883,1,LOW,0.0
595,19.83,traffic13,5,0,5.3646,1,LOW,0.0
600,20.0,traffic13,3,0,4.8328,2,LOW,0.0
605,20.16,traffic13,5,0,5.5467,2,LOW,0.0
610,20.33,traffic13,4,0,5.2906,1,LOW,0.0
615,20.5,traffic13,5,0,5.308,1,LOW,0.0
