frame,time_sec,lane,vehicle_count,queue_length,density,count_change,category,congestion_ratio
0,0.0,traffic10,5,0,5.7366,5,LOW,0.0
5,0.17,traffic10,6,0,6.457,1,MEDIUM,0.0
10,0.33,traffic10,6,0,7.0027,0,MEDIUM,0.0
15,0.5,traffic10,7,0,6.4073,1,MEDIUM,0.0
20,0.67,traffic10,7,0,7.5155,0,MEDIUM,0.0
25,0.83,traffic10,5,0,2.2518,2,LOW,0.0
30,1.0,traffic10,3,0,1.9132,2,LOW,0.0
35,1.17,traffic10,7,0,5.9379,4,MEDIUM,0.0
40,1.33,traffic10,3,0,2.0805,4,LOW,0.0
45,1.5,traffic10,5,0,4.3344,2,LOW,0.0
50,1.67,traffic10,5,0,2.9193,0,LOW,0.0
55,1.83,traffic10,4,0,2.9299,1,LOW,0.0
60,2.0,traffic10,4,0,3.0139,0,LOW,0.0
65,2.17,traffic10,4,0,3.8845,0,LOW,0.0
70,2.33,traffic10,6,0,4.3798,2,MEDIUM,0.0
75,2.5,traffic10,5,0,1.7618,1,LOW,0.0
80,2.67,traffic10,8,0,5.1841,3,MEDIUM,0.0
85,2.83,traffic10,7,0,3.033,1,MEDIUM,0.0
90,3.0,traffic10,7,0,4.8354,0,MEDIUM,0.0
95,3.17,traffic10,9,0,5.6126,2,MEDIUM,0.0
100,3.33,traffic10,11,0,6.8761,2,MEDIUM,0.0
105,3.5,traffic10,6,0,4.6154,5,MEDIUM,0.0
110,3.67,traffic10,6,0,3.51,0,MEDIUM,0.0
115,3.83,traffic10,7,0,5.7591,1,MEDIUM,0.0
120,4.0,traffic10,5,0,2.6534,2,LOW,0.0
125,4.17,traffic10,7,0,5.4228,2,MEDIUM,0.0
130,4.33,traffic10,10,2,5.3136,3,MEDIUM,0.2
135,4.5,traffic10,9,2,5.7519,1,MEDIUM,0.2222
140,4.67,traffic10,6,2,4.9278,3,MEDIUM,0.3333
145,4.83,traffic10,5,0,4.5631,1,LOW,0.0
150,5.0,traffic10,6,0,3.3538,1,MEDIUM,0.0
155,5.17,traffic10,6,0,3.3754,0,MEDIUM,0.0
160,5.33,traffic10,4,0,3.2482,2,LOW,0.0
165,5.5,traffic10,8,0,4.826,4,MEDIUM,0.0
170,5.67,traffic10,8,0,2.7601,0,MEDIUM,0.0
175,5.83,traffic10,4,0,1.5564,4,LOW,0.0
180,6.0,traffic10,5,0,3.5671,1,LOW,0.0
185,6.17,traffic10,7,0,3.8745,2,MEDIUM,0.0
190,6.33,traffic10,6,0,3.3784,1,MEDIUM,0.0
195,6.5,traffic10,6,0,2.3652,0,MEDIUM,0.0
200,6.67,traffic10,6,0,2.4082,0,MEDIUM,0.0
205,6.83,traffic10,8,0,4.1521,2,MEDIUM,0.0
210,7.0,traffic10,8,0,4.6074,0,MEDIUM,0.0
215,7.17,traffic10,10,0,5.6301,2,MEDIUM,0.0
220,7.33,traffic10,7,0,3.721,3,MEDIUM,0.0
225,7.5,traffic10,7,0,4.2551,0,MEDIUM,0.0
230,7.67,traffic10,5,0,2.866,2,LOW,0.0
235,7.83,traffic10,5,0,2.3056,0,LOW,0.0
240,8.0,traffic10,4,0,3.2916,1,LOW,0.0
245,8.17,traffic10,3,0,2.1509,1,LOW,0.0
250,8.33,traffic10,5,2,4.7812,2,LOW,0.4
255,8.5,traffic10,7,2,6.1877,2,MEDIUM,0.2857
260,8.67,traffic10,6,0,4.7908,1,MEDIUM,0.0
265,8.83,traffic10,5,0,4.7198,1,LOW,0.0
270,9.0,traffic10,4,0,2.8714,1,LOW,0.0
275,9.17,traffic10,6,0,5.1451,2,MEDIUM,0.0
280,9.33,traffic10,3,0,2.8239,3,LOW,0.0
285,9.5,traffic10,3,0,2.9068,0,LOW,0.0
290,9.67,traffic10,3,0,3.0583,0,LOW,0.0
295,9.83,traffic10,4,0,3.614,1,LOW,0.0
300,10.0,traffic10,5,0,3.9091,1,LOW,0.0
305,10.17,traffic10,5,0,4.0051,0,LOW,0.0
310,10.33,traffic10,3,0,3.8099,2,LOW,0.0
315,10.5,traffic10,4,0,3.8589,1,LOW,0.0
320,10.67,traffic10,3,0,4.1504,1,LOW,0.0
325,10.83,traffic10,3,0,4.386,0,LOW,0.0
330,11.0,traffic10,3,0,4.6303,0,LOW,0.0
335,11.17,traffic10,3,0,5.0327,0,LOW,0.0
340,11.33,traffic10,4,0,5.6326,1,LOW,0.0
345,11.5,traffic10,3,0,5.9851,1,LOW,0.0
350,11.67,traffic10,3,0,6.388,0,LOW,0.0
355,11.83,traffic10,3,0,7.0652,0,LOW,0.0
360,12.0,traffic10,2,0,7.324,1,LOW,0.0
365,12.17,traffic10,2,0,7.4003,0,LOW,0.0
370,12.33,traffic10,3,0,7.3186,1,LOW,0.0
375,12.5,traffic10,2,0,6.9792,1,LOW,0.0
380,12.67,traffic10,1,1,6.665,1,LOW,1.0
385,12.83,traffic10,2,0,7.2727,1,LOW,0.0
390,13.0,traffic10,3,0,8.1149,1,LOW,0.0
395,13.17,traffic10,1,1,7.5079,2,LOW,1.0
400,13.33,traffic10,1,1,7.939,0,LOW,1.0
405,13.5,traffic10,1,1,7.8036,0,LOW,1.0
410,13.67,traffic10,2,0,7.5534,1,LOW,0.0
415,13.83,traffic10,0,0,0.0,2,LOW,0.0
420,14.0,traffic10,1,1,6.976,1,LOW,1.0
425,14.17,traffic10,2,2,2.2215,1,LOW,1.0
430,14.33,traffic10,2,0,7.6535,0,LOW,0.0
435,14.5,traffic10,1,1,6.201,1,LOW,1.0
440,14.67,traffic10,3,0,7.6536,2,LOW,0.0
445,14.83,traffic10,3,0,7.3252,0,LOW,0.0
450,15.0,traffic10,4,2,8.6084,1,LOW,0.5
455,15.17,traffic10,3,0,6.5774,1,LOW,0.0
460,15.33,traffic10,3,2,6.7656,0,LOW,0.6667
465,15.5,traffic10,4,2,7.5275,1,LOW,0.5
470,15.67,traffic10,3,2,5.816,1,LOW,0.6667
475,15.83,traffic10,2,0,3.8084,1,LOW,0.0
480,16.0,traffic10,2,2,4.1129,0,LOW,1.0
485,16.17,traffic10,1,1,2.2058,1,LOW,1.0
490,16.33,traffic10,1,1,2.365,0,LOW,1.0
495,16.5,traffic10,1,1,2.6149,0,LOW,1.0
500,16.66,traffic10,1,1,2.9838,0,LOW,1.0
505,16.83,traffic10,1,1,3.2921,0,LOW,1.0
510,17.0,traffic10,1,1,3.6755,0,LOW,1.0
515,17.16,traffic10,2,2,8.2002,1,LOW,1.0
520,17.33,traffic10,2,0,4.7253,0,LOW,0.0
525,17.5,traffic10,1,1,4.8125,1,LOW,1.0
530,17.66,traffic10,0,0,0.0,1,LOW,0.0
535,17.83,traffic10,2,0,4.7667,2,LOW,0.0
540,18.0,traffic10,1,1,4.2872,1,LOW,1.0
545,18.16,traffic10,0,0,0.0,1,LOW,0.0
550,18.33,traffic10,1,1,0.1882,1,LOW,1.0
555,18.5,traffic10,1,1,0.1744,0,LOW,1.0
560,18.66,traffic10,0,0,0.0,1,LOW,0.0
565,18.83,traffic10,1,1,0.1092,1,LOW,1.0
570,19.0,traffic10,1,1,0.1496,0,LOW,1.0
575,19.16,traffic10,2,0,0.1872,1,LOW,0.0
580,19.33,traffic10,1,1,0.1248,1,LOW,1.0
